root - WARNING - 09/04/20 16:51:46 checking...
root - WARNING - 09/04/20 10:51:48 Insufficient buying power
root - WARNING - 09/04/20 10:51:48 Insufficient buying power
root - WARNING - 09/04/20 10:51:48 Insufficient buying power
root - WARNING - 09/04/20 16:53:26 checking...
root - WARNING - 09/04/20 10:53:28 Insufficient buying power
root - WARNING - 09/04/20 10:53:28 Insufficient buying power
root - WARNING - 09/04/20 10:53:28 Insufficient buying power
root - WARNING - 09/04/20 10:53:28 Insufficient buying power
root - WARNING - 09/04/20 10:53:28 Insufficient buying power
root - WARNING - 09/04/20 16:56:00 checking...
root - WARNING - 09/04/20 10:56:04 Insufficient buying power
root - WARNING - 09/04/20 16:58:54 checking...
root - WARNING - 09/04/20 10:58:56 Insufficient buying power
root - WARNING - 09/04/20 10:58:56 Insufficient buying power
root - WARNING - 09/04/20 10:58:56 Insufficient buying power
root - WARNING - 09/04/20 10:58:56 Insufficient buying power
root - WARNING - 09/04/20 10:58:56 Insufficient buying power
root - WARNING - 09/04/20 10:59:28 Insufficient buying power
root - WARNING - 09/04/20 10:59:28 Insufficient buying power
root - WARNING - 09/04/20 10:59:28 Insufficient buying power
root - WARNING - 09/04/20 10:59:28 Insufficient buying power
root - WARNING - 09/04/20 10:59:28 Insufficient buying power
root - WARNING - 09/04/20 16:59:57 checking...
root - WARNING - 09/04/20 10:59:59 Insufficient buying power
root - WARNING - 09/04/20 10:59:59 Insufficient buying power
root - WARNING - 09/04/20 10:59:59 Insufficient buying power
root - WARNING - 09/04/20 10:59:59 Insufficient buying power
root - WARNING - 09/04/20 10:59:59 Insufficient buying power
root - WARNING - 09/04/20 17:00:15 checking...
root - WARNING - 09/04/20 11:00:18 Insufficient buying power
root - WARNING - 09/04/20 11:00:18 Insufficient buying power
root - WARNING - 09/04/20 11:00:18 Insufficient buying power
root - WARNING - 09/04/20 11:00:18 Insufficient buying power
root - WARNING - 09/04/20 11:00:18 Insufficient buying power
root - WARNING - 09/04/20 17:02:45 checking...
root - WARNING - 09/04/20 17:04:31 checking...
root - WARNING - 09/04/20 11:04:33 Insufficient buying power
root - WARNING - 09/04/20 11:04:33 Insufficient buying power
root - WARNING - 09/04/20 11:04:33 Insufficient buying power
root - WARNING - 09/04/20 11:04:33 Insufficient buying power
root - WARNING - 09/04/20 11:04:33 Insufficient buying power
root - WARNING - 09/04/20 17:05:53 checking...
root - WARNING - 09/04/20 11:05:55 Insufficient buying power
root - WARNING - 09/04/20 11:05:55 Insufficient buying power
root - WARNING - 09/04/20 11:05:55 Insufficient buying power
root - WARNING - 09/04/20 11:05:55 Insufficient buying power
root - WARNING - 09/04/20 11:05:55 Insufficient buying power
root - WARNING - 09/04/20 17:06:29 checking...
root - WARNING - 09/04/20 11:06:31 Insufficient buying power
root - WARNING - 09/04/20 11:06:31 Insufficient buying power
root - WARNING - 09/04/20 11:06:31 Insufficient buying power
root - WARNING - 09/04/20 11:06:31 Insufficient buying power
root - WARNING - 09/04/20 11:06:31 Insufficient buying power
root - WARNING - 09/04/20 11:07:03 Insufficient buying power
root - WARNING - 09/04/20 17:08:26 checking...
root - WARNING - 09/04/20 11:08:28 Insufficient buying power
root - WARNING - 09/04/20 11:08:28 Insufficient buying power
root - WARNING - 09/04/20 11:09:00 Insufficient buying power
root - WARNING - 09/04/20 11:09:00 Insufficient buying power
root - WARNING - 09/04/20 11:09:31 Insufficient buying power
root - WARNING - 09/04/20 11:09:31 Insufficient buying power
root - WARNING - 09/04/20 17:11:57 checking...
root - WARNING - 09/04/20 11:11:59 Insufficient buying power
root - WARNING - 09/04/20 11:12:31 Insufficient buying power
root - WARNING - 09/04/20 17:12:53 checking...
root - WARNING - 09/04/20 17:16:59 checking...
root - WARNING - 09/04/20 17:17:10 checking...
root - WARNING - 09/04/20 11:17:12 sold   AAL -105.0 shares, portfolio value 100007.05 🤖💵
root - WARNING - 09/04/20 11:17:12 bought UAL  5.0 shares, portfolio value 100007.05 🤑💵
root - WARNING - 09/04/20 11:17:12 bought TSLA  1.0 shares, portfolio value 100007.05 🤑💵
root - WARNING - 09/04/20 11:17:44 bought UAL  5.0 shares, portfolio value 100006.77 🤑💵
root - WARNING - 09/04/20 11:17:44 bought TSLA  1.0 shares, portfolio value 100006.77 🤑💵
root - WARNING - 09/04/20 17:17:50 checking...
root - WARNING - 09/04/20 11:17:52 bought UAL  5.0 shares, portfolio value 100006.84 🤑💵
root - WARNING - 09/04/20 11:17:52 bought TSLA  1.0 shares, portfolio value 100006.79 🤑💵
root - WARNING - 09/04/20 17:20:20 checking...
root - WARNING - 09/04/20 11:20:22 🤖 bought UAL $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:20:23 🤖 bought TSLA $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:20:54 🤖 bought UAL $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:20:54 🤖 bought TSLA $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:21:26 🤖 bought UAL $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:21:26 🤖 bought AMD $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:21:26 🤖 bought TSLA $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:21:58 🤖 bought UAL $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:21:58 🤖 bought AMD $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:21:58 🤖 bought TSLA $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:22:30 🤖 bought UAL $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:22:30 🤖 bought NIO $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:22:30 🤖 bought AMD $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:22:30 🤖 bought TSLA $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:23:02 🤖 bought UAL $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:23:02 🤖 bought NIO $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:23:02 🤖 bought AMD $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:23:02 🤖 bought TSLA $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:23:34 🤖 bought UAL $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:23:34 🤖 bought NIO $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:23:34 🤖 sold   AMD $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:23:35 🤖 bought TSLA $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:24:07 🤖 bought UAL $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:24:07 🤖 bought NIO $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:24:07 🤖 bought TSLA $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:24:39 🤖 bought UAL $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:24:39 🤖 bought NIO $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:24:39 🤖 bought TSLA $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:25:11 🤖 bought UAL $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:25:11 🤖 bought NIO $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:25:11 🤖 bought AMD $$$ shares, portfolio value 💵💵💵
root - WARNING - 09/04/20 11:25:12 🤖 bought TSLA $$$ shares, portfolio value 💵💵💵
